Crop Name,Ideal pH,Average Temperature,Yield,Nitrogen,Phosphorus,Potassium
Peppers,5.9,17-33,1.67,13,13,26
Aloe Vera,6.3,23-26,0.81,5,14,29
Fennel,6.1,21-32,1.36,9,12,25
Pomegranate,5.5,27-35,2.36,15,7,36
Pineapple,5.7,17-25,3.4,13,14,23
Cabbage,6.7,16-35,2.6,5,11,15
Alfalfa,6.5,17-34,1.68,10,6,23
Tomato,6.2,20-25,1.34,11,8,37
Thyme,5.6,25-30,6.01,8,10,18
Gooseberry,6.9,19-32,8.69,12,14,17
Lemongrass,6.8,29-25,2.99,15,8,18
Ginger,6.7,22-29,2.06,9,6,38
Seaweed,6.4,15-26,1.31,13,14,38
Cabbage,6.3,25-34,1.84,5,14,30
Spinach,5.5,16-33,8.5,12,9,37
Agarwood,5.8,17-26,6.85,9,7,28
Mushrooms,5.8,24-35,4.31,12,6,29
Sugarcane,6.5,26-25,0.86,5,14,39
Lemongrass,5.7,29-30,8.12,14,9,29
Mulberry,6.4,24-34,4.97,14,9,40
Celery,5.8,15-35,2.52,8,6,35
Fenugreek,6.4,24-33,3.42,12,8,22
Peas,6.6,30-35,1.95,15,5,27
Star Fruit,6.7,17-33,3.44,10,5,18
Aloe Vera,6.5,22-26,2.5,15,11,34
Basil,5.9,19-31,8.62,6,5,27
Aloe Vera,6.7,27-26,3.7,14,12,15
Watermelon,6.2,28-28,5.45,7,11,15
Coffee,5.9,17-31,5.5,9,10,24
Soursop,6.8,17-34,1.0,12,12,39
Ginseng,5.6,27-26,3.95,5,9,20
Persimmon,6.4,20-30,3.89,13,11,29
Marjoram,5.6,25-30,8.19,7,11,32
Parsley,6.3,23-31,5.58,5,10,36
Eggplant,6.5,18-31,5.28,8,11,23
Passionfruit,5.8,19-33,5.88,13,14,24
Camellia,5.9,23-35,9.29,9,6,33
Papaya,6.3,28-29,1.2,11,6,38
Yacon,6.4,26-25,5.79,10,15,22
Asparagus,6.9,19-32,4.03,14,14,20
Arugula,6.1,23-25,4.34,8,5,30
Peanuts,6.8,16-31,2.75,12,8,18
Lettuce,6.6,15-33,4.58,12,5,38
Raspberry,7.0,30-27,8.94,12,11,38
Peanuts,5.5,30-31,1.72,6,7,18
Lemongrass,6.0,22-33,6.45,7,11,30
Star Fruit,6.7,28-27,5.24,9,7,28
Celery,5.8,19-34,3.68,8,10,40
Seaweed,6.0,29-30,4.25,11,13,15
Mango,6.6,26-29,9.68,8,10,26
Cabbage,6.2,22-30,4.17,5,7,37
Strawberry,6.3,23-26,3.87,5,8,37
Coriander,5.7,16-27,6.53,12,11,25
Nutmeg,5.8,20-26,3.41,9,8,40
Peppermint,6.7,21-33,3.28,9,8,36
Mango,6.4,20-28,9.12,10,7,17
Cauliflower,5.9,30-26,6.78,14,5,16
Blueberry,6.1,23-30,7.31,13,6,31
Nutmeg,6.0,26-32,3.52,12,6,15
Alfalfa,6.0,27-33,3.65,15,6,29
Sweet Corn,6.9,18-30,7.03,12,12,15
Marjoram,6.9,27-35,2.14,6,7,37
Sweet Corn,6.2,25-30,6.93,5,14,16
Guava,6.7,27-34,8.76,14,7,19
Chamomile,6.9,18-35,2.17,10,10,36
Sunflower,5.8,25-34,9.26,11,6,27
Bitter Gourd,6.1,30-30,8.68,12,15,32
Aloe Vera,5.8,16-25,5.41,9,11,37
Mango,6.0,28-32,9.93,8,9,32
Tarragon,6.8,29-35,3.39,13,9,36
Radicchio,7.0,27-33,5.74,8,11,40
Peanuts,5.9,25-29,0.61,15,12,26
Cauliflower,6.6,29-32,3.39,11,13,32
Dandelion Greens,6.9,19-29,6.53,7,11,15
Mint,5.7,25-34,7.37,15,11,17
Cucumber,6.1,18-35,4.93,7,9,16
Guava,5.9,29-25,5.88,11,5,30
Lavender,6.9,30-30,4.79,13,10,22
Luffa,5.5,29-31,1.66,6,7,16
Zucchini,5.7,25-31,0.59,5,9,23
Watercress,6.4,15-33,6.91,10,6,33
Spinach,6.1,25-30,5.95,11,10,24
Snake Gourd,5.6,16-31,6.56,5,6,38
Carrots,6.6,22-34,4.18,8,12,37
Curry Leaves,6.2,26-34,4.39,15,9,31
Beans,6.6,16-28,9.94,8,10,26
Arugula,6.7,29-34,7.71,5,5,25
Rosemary,5.8,23-25,9.2,11,14,20
Betel Leaf,6.5,19-32,9.36,12,13,35
Watercress,5.9,28-29,2.26,10,8,24
Kale,5.8,16-32,9.46,5,13,17
Pumpkin,6.6,29-28,2.76,5,10,22
Blackberry,6.4,27-35,2.93,10,8,24
Endive,6.8,26-35,8.22,12,9,40
Oregano,5.8,24-26,9.35,14,13,26
Kiwi,6.1,29-27,2.57,8,11,15
Persimmon,6.6,17-31,6.26,15,6,31
Microgreens,6.8,22-31,9.86,10,9,16
Acerola Cherry,6.9,24-33,9.91,15,8,29
Zucchini,5.9,17-29,2.08,5,13,36
Snake Gourd,5.7,18-26,8.22,7,7,27
Green Onions,6.7,19-35,2.08,6,8,22
Soybeans,6.6,16-31,7.51,13,7,26
Rose Apple,6.3,15-30,2.49,7,10,18
Clove,5.9,27-30,3.25,8,14,32
Radicchio,6.7,28-35,5.97,12,14,38
Persimmon,6.1,29-28,9.68,5,7,22
Mustard Greens,6.2,30-29,9.76,8,13,27
Parsley,6.2,30-28,9.15,5,9,28
Dandelion Greens,5.6,15-33,0.88,5,8,20
Dandelion Greens,6.9,25-31,1.21,6,6,21
Sweet Corn,5.9,24-30,3.76,7,8,20
Dill,5.8,23-32,6.15,10,14,17
Yacon,5.8,17-35,0.58,5,15,15
Passionfruit,5.6,27-25,4.14,7,7,22
Lettuce,5.6,19-32,9.7,15,5,18
Cauliflower,6.0,15-28,9.97,6,8,30
Yam,6.5,16-26,2.96,13,5,21
Spinach,6.7,20-26,8.95,6,5,32
Swiss Chard,6.5,21-32,8.49,10,8,36
Sugarcane,6.5,27-31,6.74,5,7,40
Chamomile,6.9,17-27,2.15,15,12,19
Dandelion Greens,6.3,28-30,2.58,6,9,36
Stevia,6.7,18-26,5.34,8,5,17
Agarwood,6.2,20-25,0.51,15,5,33
Asparagus,6.1,16-33,0.58,9,11,20
Watercress,6.4,16-28,8.25,12,12,33
Endive,6.8,26-32,9.84,7,7,20
Holy Basil,5.9,16-31,6.03,10,13,20
Yam,6.9,26-32,8.11,9,11,16
Cassava,6.5,21-29,1.16,8,12,17
Tarragon,6.2,26-35,2.14,5,7,31
Hibiscus,6.3,17-31,3.39,11,11,21
Tea,6.5,22-30,3.81,14,11,26
Nutmeg,5.5,29-27,3.67,6,11,34
Kale,5.7,22-29,7.04,14,13,26
Lemongrass,6.3,15-32,4.02,5,10,22
Jasmine,6.7,23-29,1.23,11,14,28
Luffa,6.0,26-32,7.97,13,6,27
Seaweed,5.9,20-31,6.37,15,15,27
Sugarcane,6.5,22-33,3.4,11,14,25
Ginger,6.3,26-35,1.84,5,13,38
Strawberry,5.7,27-32,9.52,5,14,16
Fig,6.5,21-30,8.55,9,12,36
Mushrooms,6.7,29-27,5.33,12,14,31
Mint,6.4,25-28,4.3,5,11,35
Guava,6.0,27-29,1.02,7,8,27
Camellia,6.1,22-26,2.36,7,8,39
Clove,6.6,18-25,1.74,11,14,38
Luffa,5.8,22-34,1.46,12,14,19
Tomato,6.6,19-25,0.9,14,11,32
Beans,6.4,26-31,4.58,13,11,40
Cranberry,5.9,24-26,1.35,14,14,37
Nutmeg,6.0,30-34,9.58,9,8,35
Peppermint,6.1,19-26,5.81,9,7,30
Parsley,6.9,21-32,1.04,8,10,33
Cucumber,6.8,18-27,3.19,12,6,35
Beets,6.8,21-34,7.62,15,9,29
Taro,5.9,30-34,8.22,12,9,27
Green Onions,6.6,25-27,6.69,14,13,36
Melons,6.6,28-30,6.13,8,9,17
Mint,6.3,23-26,2.09,6,8,34
Lavender,6.3,26-33,6.74,9,10,33
Dandelion Greens,5.9,21-32,5.26,10,12,16
Acerola Cherry,6.6,18-25,7.4,13,13,15
Persimmon,5.6,19-34,1.87,13,5,39
Moringa,6.8,28-25,6.36,15,14,32
Ceylon Spinach,5.9,29-27,9.0,10,7,36
Neem,5.5,19-35,7.45,10,15,32
Tarragon,6.9,25-35,9.46,13,9,22
Bael,6.7,20-30,8.1,13,15,17
Stevia,5.5,30-33,6.83,6,13,15
Peas,5.6,22-25,2.9,12,11,22
Turmeric,5.8,23-31,6.31,7,10,32
Celery,6.8,30-31,4.88,13,8,22
Bok Choy,6.6,29-29,4.71,12,6,38
Fig,5.9,22-31,1.5,11,6,20
Soursop,5.9,27-32,4.55,8,10,40
Papaya,5.5,17-27,7.81,12,13,16
Clove,6.0,26-25,5.85,7,8,20
Chamomile,6.0,20-32,3.89,5,14,40
Marjoram,6.4,27-30,8.06,12,8,16
Pineapple,5.6,16-27,5.36,10,8,34
Turmeric,5.7,17-34,8.76,12,11,31
Beans,6.6,18-31,1.42,5,15,32
Cabbage,5.7,29-26,6.13,13,15,40
Marjoram,6.3,15-29,3.51,7,12,16
Cabbage,6.3,15-35,5.62,6,9,21
Mulberry,6.7,21-29,4.85,9,13,20
Kiwi,7.0,26-28,6.17,13,9,25
Beans,6.6,20-30,0.63,7,10,24
Moringa,6.7,16-27,5.87,8,14,23
Beets,6.2,26-26,9.18,6,5,18
Mint,5.8,15-26,7.31,10,9,28
Nutmeg,6.4,18-33,5.28,5,11,17
Lychee,5.7,22-25,9.04,12,6,35
Kiwi,5.8,28-33,7.03,9,8,36
Bael,6.6,28-27,3.03,11,10,40
Radicchio,7.0,18-27,8.18,11,9,18
Coriander,6.5,22-32,2.07,7,14,40
Green Onions,6.9,26-26,3.36,5,14,37
Peanuts,6.1,22-31,6.49,15,14,15
Echinacea,6.9,22-26,3.61,14,14,27
Betel Leaf,6.7,27-25,6.84,7,10,25
Coconut,6.3,25-27,6.4,12,9,40
Blackberry,6.3,20-33,1.13,8,13,19
Oregano,6.7,27-34,9.18,12,13,24
Hops,6.0,24-25,6.22,6,9,40
Jackfruit,6.5,21-25,6.21,9,7,16
Yam,6.8,28-25,1.42,12,15,38
Purslane,6.7,29-33,1.05,15,13,21
Beans,5.7,17-30,6.4,5,7,21
Ceylon Spinach,6.4,25-35,5.86,14,11,20
Rose Apple,6.6,19-30,9.35,8,14,26
Vanilla,5.5,28-28,3.83,13,14,19
Tomato,6.5,24-26,7.39,13,9,24
Mint,5.9,16-32,2.37,13,5,30
Fennel,6.9,18-26,1.34,12,10,34
Yacon,6.2,18-33,4.54,10,5,33
Sunflower,6.3,29-34,6.56,9,9,19
Cassava,6.5,27-33,1.74,9,11,27
Peppers,5.7,21-31,8.81,8,11,27
Brussels Sprouts,6.8,29-31,5.2,10,5,31
Tarragon,6.8,17-26,7.31,15,6,20
Microgreens,6.0,27-30,1.03,6,13,31
Swiss Chard,5.6,17-26,9.77,14,9,36
Hibiscus,6.1,24-26,4.36,13,11,32
Purslane,6.8,19-26,5.02,15,8,26
Beans,5.6,30-32,1.24,10,14,16
Lemongrass,6.6,30-32,3.66,5,7,35
Tomato,6.5,21-25,4.64,6,9,27
Dragon Fruit,6.3,17-27,8.77,14,11,26
Sunflower,5.9,16-26,4.73,12,11,26
Peppermint,6.3,30-28,9.13,8,10,15
Fennel,6.1,30-27,1.71,14,12,35
Sage,6.9,25-32,7.78,7,6,26
Dragon Fruit,5.9,19-34,4.88,13,12,24
Mango,5.5,27-33,4.04,7,13,20
Pandan,5.8,25-30,4.78,10,12,29
Chili Pepper,5.5,18-32,1.19,9,6,19
Blueberry,6.5,28-32,4.87,14,6,28
Mushrooms,6.3,29-32,2.57,14,10,34
Hibiscus,6.0,20-28,2.9,12,9,33
Stevia,5.7,17-31,9.32,13,11,32
Fennel,6.0,23-34,1.03,7,14,31
Fenugreek,6.3,28-25,4.76,5,12,38
Kale,7.0,23-28,5.8,13,15,27
Radicchio,6.7,25-31,3.26,11,7,33
Peppermint,6.8,27-29,1.43,6,6,17
Acerola Cherry,6.3,27-35,7.22,14,5,20
Luffa,6.8,16-27,1.26,10,10,33
Peppers,6.8,19-33,7.89,5,6,26
Broccoli,6.2,22-30,7.99,10,14,40
Yacon,6.2,29-26,0.74,11,14,29
Watermelon,6.4,19-28,7.81,9,7,40
Peppers,6.5,26-32,5.55,13,13,26
Sapodilla,6.0,27-30,4.42,14,10,33
Rose Apple,5.6,19-33,3.01,15,6,38
Carrots,5.6,24-25,3.58,15,11,20
Holy Basil,6.6,27-33,9.3,11,13,39
Coconut,6.8,20-29,8.95,13,13,18
Broccoli,5.6,20-25,3.08,12,6,25
Passionfruit,5.6,30-27,5.71,9,8,33
Nutmeg,6.2,25-32,3.24,10,5,22
Tarragon,5.7,16-33,9.88,7,15,34
Cucumber,5.7,30-29,9.92,15,11,30
Clove,6.8,18-34,7.94,7,14,20
Sapodilla,6.7,24-25,7.66,10,5,39
Strawberry,5.8,20-25,3.9,14,5,40
Dandelion Greens,5.9,19-26,3.73,15,15,32
Artichoke,6.5,25-28,7.86,6,13,34
Fennel,6.4,15-29,3.68,13,13,35
Horseradish,7.0,28-30,6.67,8,13,16
Cranberry,6.7,20-34,4.28,10,12,26
Persimmon,6.5,23-28,2.08,15,5,23
Tea,5.7,23-35,9.82,15,12,30
Strawberry,6.3,25-31,5.89,13,13,21
Kiwi,6.7,27-25,5.84,14,12,25
Fenugreek,5.7,16-31,7.18,10,15,37
Endive,5.5,25-29,8.34,12,8,27
Yam,6.1,15-27,2.2,13,5,39
Purslane,5.6,21-32,3.13,8,8,32
Peas,5.6,23-31,3.53,7,10,33
Lemongrass,6.9,21-30,9.05,14,13,39
Mulberry,6.7,25-30,4.69,6,10,36
Star Fruit,6.5,30-35,4.7,6,6,33
Bok Choy,6.5,24-29,2.37,10,13,34
Eggplant,6.9,17-31,4.74,11,11,35
Rosemary,6.5,26-30,5.94,8,9,18
Carrots,5.5,19-27,1.46,15,11,29
Soursop,6.6,25-33,6.21,5,11,36
Fenugreek,6.0,15-35,3.73,8,15,36
Swiss Chard,6.8,29-34,8.9,13,8,34
Nutmeg,6.9,27-35,2.76,11,14,28
Cranberry,5.6,24-25,3.27,15,11,40
Dill,5.8,28-33,4.66,7,9,33
Tomato,6.6,25-28,3.94,8,9,29
Yacon,6.1,16-25,2.07,14,15,15
Holy Basil,6.0,28-27,5.49,5,10,15
Chives,6.2,24-33,2.32,13,14,38
Lavender,6.4,25-31,8.42,15,9,22
Basil,5.8,29-26,7.34,13,10,25
Coffee,6.0,16-26,8.73,12,5,30
Oregano,6.9,21-30,7.92,13,13,22
Chives,6.4,26-31,7.09,14,9,24
Coriander,6.8,29-30,7.86,8,7,34
Sage,6.1,20-31,6.42,8,15,32
Dill,5.8,17-28,3.44,6,10,33
Hops,5.6,29-28,6.35,7,12,23
Peppers,6.1,27-25,3.88,8,7,31
Peanuts,6.3,16-25,4.06,5,10,21
Mulberry,6.1,21-27,7.71,15,15,15
Seaweed,5.6,29-26,9.62,5,8,35
Luffa,5.7,15-33,4.29,8,15,33
Passionfruit,6.7,21-31,5.92,9,6,39
Chives,6.2,26-34,7.45,15,9,34
Melons,6.9,26-28,8.0,15,9,21
Soursop,6.1,18-29,1.25,13,5,21
Bitter Gourd,6.6,16-25,2.23,14,8,33
Melons,6.6,26-32,0.5,10,6,15
Kiwi,6.6,28-25,8.0,10,9,27
Eggplant,6.3,19-28,2.11,8,12,31
Carrots,5.6,27-28,4.25,6,10,29
Soursop,6.9,26-28,0.55,6,10,32
Yacon,6.0,17-28,3.2,8,6,23
Camellia,6.2,24-30,9.22,8,7,17
Rosemary,5.8,20-27,7.29,13,5,15
Endive,6.1,18-34,5.01,6,5,27
Rose Apple,6.3,23-26,6.39,12,9,28
Cucumber,6.5,25-33,9.59,15,6,29
Green Onions,6.6,25-33,6.36,5,15,29
Dragon Fruit,5.8,16-31,4.75,11,15,36
Peas,6.5,21-33,7.4,12,13,38
Tomato,6.2,21-30,4.66,6,14,30
Curry Leaves,6.3,17-31,2.7,7,15,39
Mushrooms,6.5,26-25,1.77,10,10,34
Sweet Corn,5.7,21-28,7.05,11,15,37
Echinacea,5.6,26-33,1.71,9,7,17
Lychee,6.8,18-34,8.82,10,10,15
Holy Basil,6.9,28-35,6.47,15,7,23
Pumpkin,6.0,16-26,7.74,7,11,25
Microgreens,5.7,28-32,6.99,13,8,16
Pandan,5.8,25-27,3.74,6,6,29
Sapodilla,6.0,17-32,2.3,8,15,16
Sweet Corn,6.5,16-33,2.91,13,6,19
Fenugreek,6.2,17-32,3.75,14,14,35
Curry Leaves,6.6,21-33,7.63,7,11,25
Agarwood,6.2,25-28,3.57,15,5,23
Green Onions,6.0,29-29,2.58,8,11,25
Mulberry,6.4,26-33,7.37,14,11,31
Moringa,6.3,20-32,4.53,5,10,35
Papaya,6.9,17-27,4.03,11,12,28
Dill,5.9,27-30,6.94,7,10,19
Mustard Greens,6.8,17-26,5.53,11,11,20
Kiwi,7.0,29-30,1.92,11,10,22
Mustard Greens,5.9,20-28,9.93,8,13,21
Celery,6.0,18-31,4.49,10,13,31
Ginger,6.3,24-33,6.39,10,13,30
Avocado,6.2,28-32,8.98,8,5,19
Persimmon,6.0,19-32,5.56,14,7,20
Blueberry,5.7,24-30,9.03,7,12,37
Coconut,6.2,17-34,5.68,15,6,19
Papaya,6.4,25-35,5.48,7,13,31
Fennel,5.7,23-25,4.62,12,11,17
Nutmeg,5.9,25-33,0.99,7,8,15
Hops,6.2,22-31,6.5,10,9,32
Mushrooms,6.5,27-35,3.82,15,11,27
Thyme,5.9,29-28,1.33,11,11,25
Coffee,6.3,22-27,1.83,10,10,30
Bok Choy,6.5,23-28,5.34,8,8,20
Agarwood,6.7,15-25,5.08,7,6,22
Cauliflower,6.2,21-33,7.23,7,8,23
Horseradish,5.6,30-34,3.45,15,14,20
Watercress,5.6,17-28,4.35,8,13,15
Raspberry,5.5,15-32,7.19,12,6,30
Melons,6.0,18-34,0.85,11,13,15
Stevia,6.3,18-30,7.44,12,15,36
Neem,5.9,29-30,4.99,9,11,20
Mushrooms,6.0,26-26,6.99,5,8,20
Marjoram,6.1,19-26,6.67,11,14,38
Ceylon Spinach,5.8,15-26,0.88,13,5,22
Artichoke,6.6,29-32,4.19,7,6,38
Dragon Fruit,6.9,21-32,4.96,9,14,20
Nutmeg,5.9,16-30,9.85,10,9,16
Cassava,6.8,27-34,1.85,9,8,22
Betel Leaf,5.6,28-35,1.06,7,9,32
Chili Pepper,6.9,27-31,7.91,10,6,26
Alfalfa,5.6,15-31,5.68,8,7,33
Luffa,6.4,28-30,6.46,15,6,36
Radicchio,6.1,22-32,1.55,13,13,38
Chives,5.7,18-26,6.32,15,8,25
Hops,6.7,18-34,3.71,6,12,16
Coconut,5.5,27-32,8.83,13,11,29
Rosemary,6.3,17-25,7.51,9,6,18
Nutmeg,6.2,23-32,6.04,6,13,31
Lettuce,5.6,25-25,1.11,13,12,19
Rose Apple,6.2,29-33,5.65,10,15,27
Soybeans,6.7,21-26,9.39,15,6,34
Blueberry,6.4,28-29,1.27,10,14,15
Basil,6.3,30-28,7.42,9,14,16
Sugarcane,5.7,21-35,3.77,15,5,29
Coffee,6.5,29-29,1.0,9,15,16
Mustard Greens,5.7,16-29,9.15,12,8,20
Sapodilla,5.7,30-29,4.57,10,13,34
Curry Leaves,6.6,29-26,4.0,6,10,21
Wasabi,6.7,30-32,6.14,5,6,32
Brussels Sprouts,5.9,25-32,9.19,5,8,32
Carrots,6.3,18-35,3.86,11,14,17
Cranberry,6.9,18-30,9.6,7,8,35
Lavender,6.8,15-29,2.24,5,14,38
Fenugreek,5.6,16-29,3.19,15,6,22
Pomegranate,6.3,16-28,2.88,9,12,36
Ginseng,6.1,22-25,8.11,11,13,16
Aloe Vera,6.5,21-27,2.43,13,14,15
Jackfruit,6.7,21-26,2.04,15,12,34
Watermelon,5.8,28-33,1.08,12,9,17
Brussels Sprouts,5.9,16-29,7.66,8,14,15
Parsley,6.9,16-26,8.65,12,11,37
Kale,6.0,28-25,1.53,14,8,24
Blueberry,6.2,21-34,8.62,11,14,28
Watermelon,6.7,28-28,9.51,15,10,37
Hops,6.8,15-32,3.66,10,6,25
Coconut,5.7,26-27,8.14,14,10,40
Moringa,6.4,27-26,0.7,14,11,33
Sweet Corn,6.9,20-28,5.5,15,11,34
Aloe Vera,6.7,16-25,6.98,14,14,35
Rose Apple,6.1,25-25,2.74,15,8,40
Turmeric,5.6,26-32,8.25,10,7,28
Mango,7.0,23-31,7.6,8,15,26
Tarragon,6.8,22-33,8.07,14,14,23
Pandan,6.2,15-29,0.85,7,14,36
Mango,5.7,26-26,5.23,12,14,25
Fenugreek,5.8,28-28,7.22,7,14,19
Lavender,5.9,16-29,6.7,13,6,19
Acerola Cherry,5.5,21-30,8.36,10,15,35
Thyme,6.9,21-26,5.54,9,5,40
Rosemary,6.6,28-28,1.4,14,10,26
Kiwi,5.8,15-33,4.15,8,6,20
Ginseng,5.8,27-29,8.53,9,5,27
Marjoram,7.0,29-35,1.43,9,8,35
Peppermint,6.9,30-32,8.74,8,9,31
Mushrooms,6.9,18-31,4.17,7,11,32
Jasmine,6.0,28-31,6.46,14,11,37
Avocado,6.7,16-25,8.86,8,15,18
Mushrooms,6.1,28-28,3.34,5,7,28
Coconut,6.6,27-29,5.3,13,15,38
Aloe Vera,6.9,29-34,2.74,7,10,28
Dragon Fruit,6.7,20-34,7.95,8,14,17
Stevia,5.6,22-34,8.94,9,8,15
Camellia,5.8,23-30,2.76,5,6,20
Endive,6.1,20-33,3.15,9,5,38
Pumpkin,6.0,22-32,1.17,15,13,24
Raspberry,5.9,30-33,2.91,6,12,33
Carrots,6.4,30-28,8.34,11,12,15
Chili Pepper,6.9,19-33,9.73,14,10,26
Taro,6.0,23-34,9.92,9,9,35
Dill,6.9,21-30,4.93,6,12,17
Oregano,6.3,24-28,1.57,11,14,31
Peppermint,5.6,26-27,0.55,9,8,23
Basil,6.8,20-25,5.36,13,7,35
Peppermint,6.7,23-30,7.36,11,6,18
Stevia,6.4,22-33,8.3,11,14,18
Hibiscus,7.0,20-32,2.86,13,9,35
Echinacea,6.3,23-34,4.08,13,14,39
Saffron,7.0,15-27,4.2,7,9,24
Fenugreek,6.8,28-33,0.74,5,7,29
Lavender,6.0,16-30,1.95,7,7,33
Pomegranate,5.8,27-26,4.05,5,6,27
Vanilla,5.6,23-27,0.56,7,9,26
Lemongrass,6.4,15-27,5.54,15,12,16
Yacon,5.9,30-25,4.85,15,11,17
Dragon Fruit,5.6,22-35,6.19,11,9,34
Tarragon,7.0,27-28,4.53,5,9,35
Turmeric,7.0,29-30,3.48,10,8,35
Avocado,6.0,28-34,1.93,7,8,40
Rose Apple,6.5,16-29,4.73,6,13,18
Echinacea,6.4,21-35,9.09,10,12,30
Aloe Vera,6.6,25-29,0.99,12,8,30
Agarwood,6.3,25-33,4.33,5,5,17
Turmeric,5.7,27-26,6.67,12,15,21
Gooseberry,5.7,18-26,3.17,15,5,31
Taro,6.7,20-26,6.29,11,14,32
Marjoram,6.7,26-35,4.94,9,15,18
Artichoke,6.7,22-27,4.73,8,14,27
Celery,5.6,23-26,5.29,14,8,18
Purslane,6.4,26-35,1.74,8,10,30
Rose Apple,6.9,30-34,0.78,6,15,36
Pandan,5.8,26-31,9.79,13,10,32
Mushrooms,6.0,22-30,3.18,13,6,29
Pomegranate,6.9,23-31,6.37,9,10,24
Soybeans,5.9,20-27,3.86,7,11,28
Horseradish,6.1,27-34,7.37,15,11,23
Chives,7.0,20-33,7.86,11,9,36
Pineapple,6.8,20-29,3.88,13,15,38
Papaya,5.8,24-31,2.83,7,15,28
Tarragon,5.6,18-28,3.6,11,15,22
Holy Basil,6.8,24-28,9.27,10,15,21
Tomato,6.6,27-32,8.13,14,15,17
Kale,5.7,17-31,5.45,11,11,31
Sweet Corn,6.7,25-35,5.89,10,12,29
Ginseng,6.2,28-25,8.22,14,12,36
Dragon Fruit,6.7,28-32,3.54,7,6,23
Soybeans,5.9,22-31,7.68,11,15,36
Spinach,5.6,22-33,9.75,5,9,35
Neem,5.6,24-33,8.19,9,5,27
Soybeans,6.8,15-30,2.62,7,6,19
Aloe Vera,6.3,18-30,3.81,13,10,39
Soursop,6.6,25-31,6.95,8,10,34
Peppermint,5.7,26-26,8.62,10,8,15
Pomegranate,6.9,24-25,6.63,12,11,34
Dragon Fruit,6.3,23-35,3.74,9,14,33
Peppermint,7.0,23-34,6.72,13,13,17
Dill,7.0,24-27,8.91,15,7,18
Jasmine,6.8,22-31,6.18,14,13,18
Wasabi,6.5,25-35,6.58,11,12,32
Mushrooms,6.3,23-33,2.2,13,15,32
Horseradish,6.4,24-25,7.33,9,13,31
Holy Basil,5.9,18-32,1.13,10,12,17
Watermelon,6.7,21-29,3.41,10,8,25
Mulberry,5.7,22-26,5.63,7,14,18
Raspberry,6.3,25-34,9.63,11,7,15
Pineapple,6.8,16-32,4.11,11,8,35
Peppers,6.1,28-27,1.18,13,5,36
Purslane,6.2,18-27,9.17,11,6,29
Peanuts,6.6,24-25,0.91,10,6,17
Taro,5.9,25-33,7.56,14,12,26
Curry Leaves,6.9,27-31,4.33,14,12,17
Passionfruit,6.0,24-32,6.77,6,11,29
Blueberry,6.7,16-27,3.5,5,15,34
Thyme,6.6,27-28,9.69,9,13,29
Thyme,6.9,20-28,9.78,8,13,25
Broccoli,6.1,15-25,2.29,8,10,40
Cucumber,6.8,29-34,8.34,5,5,25
Eggplant,6.6,15-26,5.86,7,14,22
Peas,6.9,29-25,9.44,15,7,23
Watercress,6.9,29-32,3.06,14,8,28
Pomegranate,5.7,27-25,3.15,9,6,30
Mango,6.5,23-30,4.58,8,14,15
Sugarcane,5.8,30-33,9.08,15,9,32
Beans,6.3,21-33,6.75,5,11,21
Peas,6.4,21-33,2.73,7,6,36
Green Onions,6.8,29-25,2.32,11,10,29
Bok Choy,5.8,29-25,1.57,10,8,31
Dill,6.0,30-35,3.95,8,9,18
Saffron,6.6,18-28,9.12,14,7,27
Eggplant,6.2,21-33,4.91,7,12,26
Camellia,6.3,15-33,9.2,15,14,28
Oregano,6.3,19-28,6.91,13,7,34
Rosemary,6.4,29-26,1.1,12,11,26
Pandan,6.3,27-31,8.38,7,7,30
Dragon Fruit,6.5,22-35,9.47,7,11,16
Cucumber,6.1,21-27,6.67,13,10,35
Eggplant,6.8,20-33,4.53,11,14,31
Bael,6.7,17-30,5.47,15,8,38
Rose Apple,5.9,20-32,0.74,5,13,37
Lychee,6.4,15-27,2.29,10,10,37
Hibiscus,5.5,30-25,8.48,10,13,26
Zucchini,6.7,23-25,7.66,9,6,17
Seaweed,6.0,26-30,3.37,10,11,36
Yacon,5.5,28-30,8.86,5,9,39
Dragon Fruit,6.6,18-30,9.44,9,11,37
Tea,6.1,17-32,7.8,14,10,39
Agarwood,7.0,21-32,9.68,8,8,38
Chamomile,6.8,30-31,4.29,12,13,32
Nutmeg,5.6,23-28,1.46,14,5,16
Agarwood,6.3,28-35,8.62,11,13,29
Cranberry,6.6,20-33,4.2,12,11,28
Pandan,6.5,25-30,6.88,7,5,23
Peppers,6.3,30-29,1.99,14,7,15
Turmeric,6.4,29-35,4.88,12,11,38
Stevia,6.9,26-33,0.63,14,10,19
Mustard Greens,6.7,22-34,2.01,6,10,18
Lemongrass,6.6,24-32,1.36,10,15,27
Fennel,6.0,22-31,7.45,7,14,20
Acerola Cherry,5.8,21-25,7.04,10,15,28
Echinacea,5.9,30-26,9.84,9,7,28
Carrots,6.6,23-33,9.38,10,11,23
Acerola Cherry,6.8,22-27,6.12,6,9,21
Radicchio,6.2,28-30,2.79,13,10,31
Peanuts,6.4,24-33,4.4,8,15,20
Mulberry,6.3,21-27,2.14,7,11,40
Lavender,5.8,24-25,3.55,5,9,29
Coffee,6.3,27-30,5.7,9,11,30
Coconut,6.6,21-33,6.83,7,9,19
